TIME (s),East Distance (m),Distance Above Sea Level (m),North Distance (m),Velocity East (m/s),Velocity Up (m/s),Velocity North (m/s),Spin Rate (rpm),Air Density (kg/m^3),Air Temperature (K)
1.553000,0.000000,3.798005,722.874281,0.000000,-5.512366,307.310256,251138.506639,1.221224,288.125313
1.554000,0.000000,3.792489,723.181560,0.000000,-5.520836,307.235778,251130.788530,1.221224,288.125349
1.555000,0.000000,3.786964,723.488765,0.000000,-5.529306,307.161395,251123.072523,1.221224,288.125385
1.556000,0.000000,3.781432,723.795896,0.000000,-5.537774,307.087109,251115.358617,1.221224,288.125421
1.557000,0.000000,3.775890,724.102952,0.000000,-5.546242,307.012918,251107.646807,1.221223,288.125457
1.558000,0.000000,3.770340,724.409934,0.000000,-5.554710,306.938823,251099.937093,1.221223,288.125493
1.559000,0.000000,3.764782,724.716842,0.000000,-5.563177,306.864823,251092.229470,1.221223,288.125529
1.560000,0.000000,3.759215,725.023676,0.000000,-5.571643,306.790918,251084.523937,1.221223,288.125565
1.561000,0.000000,3.753640,725.330436,0.000000,-5.580109,306.717107,251076.820490,1.221223,288.125601
1.562000,0.000000,3.748057,725.637122,0.000000,-5.588573,306.643392,251069.119128,1.221223,288.125638
1.563000,0.000000,3.742465,725.943735,0.000000,-5.597038,306.569771,251061.419848,1.221222,288.125674
1.564000,0.000000,3.736864,726.250274,0.000000,-5.605501,306.496245,251053.722647,1.221222,288.125710
1.565000,0.000000,3.731255,726.556740,0.000000,-5.613964,306.422812,251046.027523,1.221222,288.125747
1.566000,0.000000,3.725637,726.863132,0.000000,-5.622427,306.349474,251038.334473,1.221222,288.125783
1.567000,0.000000,3.720012,727.169451,0.000000,-5.630889,306.276229,251030.643494,1.221222,288.125820
1.568000,0.000000,3.714377,727.475697,0.000000,-5.639350,306.203078,251022.954585,1.221221,288.125857
1.569000,0.000000,3.708734,727.781870,0.000000,-5.647810,306.130020,251015.267742,1.221221,288.125893
1.570000,0.000000,3.703083,728.087969,0.000000,-5.656270,306.057053,251007.582963,1.221221,288.125930
1.571000,0.000000,3.697423,728.393996,0.000000,-5.664729,305.984170,250999.900245,1.221221,288.125967
1.572000,0.000000,3.691755,728.699950,0.000000,-5.673187,305.911374,250992.219587,1.221221,288.126004
1.573000,0.000000,3.686078,729.005831,0.000000,-5.681645,305.838662,250984.540986,1.221220,288.126040
1.574000,0.000000,3.680393,729.311639,0.000000,-5.690102,305.766036,250976.864440,1.221220,288.126077
1.575000,0.000000,3.674699,729.617375,0.000000,-5.698558,305.693496,250969.189946,1.221220,288.126114
1.576000,0.000000,3.668997,729.923038,0.000000,-5.707013,305.621040,250961.517502,1.221220,288.126152
1.577000,0.000000,3.663287,730.228629,0.000000,-5.715468,305.548669,250953.847105,1.221220,288.126189
1.578000,0.000000,3.657568,730.534148,0.000000,-5.723922,305.476382,250946.178754,1.221219,288.126226
1.579000,0.000000,3.651840,730.839594,0.000000,-5.732375,305.404180,250938.512446,1.221219,288.126263
1.580000,0.000000,3.646104,731.144968,0.000000,-5.740827,305.332063,250930.848179,1.221219,288.126300
1.581000,0.000000,3.640360,731.450270,0.000000,-5.749279,305.260029,250923.185951,1.221219,288.126338
1.582000,0.000000,3.634607,731.755500,0.000000,-5.757730,305.188080,250915.525758,1.221219,288.126375
1.583000,0.000000,3.628846,732.060658,0.000000,-5.766180,305.116214,250907.867600,1.221219,288.126413
1.584000,0.000000,3.623076,732.365745,0.000000,-5.774630,305.044433,250900.211473,1.221218,288.126450
1.585000,0.000000,3.617298,732.670759,0.000000,-5.783078,304.972734,250892.557376,1.221218,288.126488
1.586000,0.000000,3.611512,732.975702,0.000000,-5.791526,304.901119,250884.905306,1.221218,288.126525
1.587000,0.000000,3.605717,733.280573,0.000000,-5.799974,304.829588,250877.255260,1.221218,288.126563
1.588000,0.000000,3.599913,733.585373,0.000000,-5.808420,304.758139,250869.607237,1.221218,288.126601
1.589000,0.000000,3.594101,733.890102,0.000000,-5.816866,304.686774,250861.961235,1.221217,288.126638
1.590000,0.000000,3.588281,734.194759,0.000000,-5.825311,304.615491,250854.317250,1.221217,288.126676
1.591000,0.000000,3.582452,734.499344,0.000000,-5.833756,304.544291,250846.675281,1.221217,288.126714
1.592000,0.000000,3.576615,734.803859,0.000000,-5.842200,304.473174,250839.035326,1.221217,288.126752
1.593000,0.000000,3.570769,735.108303,0.000000,-5.850643,304.402139,250831.397382,1.221217,288.126790
1.594000,0.000000,3.564915,735.412675,0.000000,-5.859085,304.331186,250823.761447,1.221216,288.126828
1.595000,0.000000,3.559052,735.716977,0.000000,-5.867527,304.260315,250816.127519,1.221216,288.126866
1.596000,0.000000,3.553181,736.021208,0.000000,-5.875967,304.189526,250808.495596,1.221216,288.126904
1.597000,0.000000,3.547302,736.325368,0.000000,-5.884408,304.118819,250800.865675,1.221216,288.126943
1.598000,0.000000,3.541414,736.629457,0.000000,-5.892847,304.048193,250793.237754,1.221216,288.126981
1.599000,0.000000,3.535517,736.933476,0.000000,-5.901286,303.977649,250785.611831,1.221215,288.127019
1.600000,0.000000,3.529613,737.237424,0.000000,-5.909724,303.907186,250777.987903,1.221215,288.127058
1.601000,0.000000,3.523699,737.541302,0.000000,-5.918162,303.836805,250770.365969,1.221215,288.127096
1.602000,0.000000,3.517778,737.845110,0.000000,-5.926598,303.766504,250762.746027,1.221215,288.127134
1.603000,0.000000,3.511847,738.148847,0.000000,-5.935034,303.696284,250755.128073,1.221215,288.127173
1.604000,0.000000,3.505909,738.452514,0.000000,-5.943470,303.626145,250747.512106,1.221214,288.127212
1.605000,0.000000,3.499962,738.756111,0.000000,-5.951904,303.556087,250739.898124,1.221214,288.127250
1.606000,0.000000,3.494007,739.059638,0.000000,-5.960338,303.486109,250732.286125,1.221214,288.127289
1.607000,0.000000,3.488043,739.363095,0.000000,-5.968772,303.416212,250724.676106,1.221214,288.127328
1.608000,0.000000,3.482070,739.666482,0.000000,-5.977204,303.346394,250717.068064,1.221214,288.127367
1.609000,0.000000,3.476090,739.969799,0.000000,-5.985636,303.276657,250709.461999,1.221213,288.127405
1.610000,0.000000,3.470101,740.273047,0.000000,-5.994067,303.206999,250701.857908,1.221213,288.127444
1.611000,0.000000,3.464103,740.576225,0.000000,-6.002498,303.137421,250694.255788,1.221213,288.127483
1.612000,0.000000,3.458097,740.879333,0.000000,-6.010928,303.067923,250686.655637,1.221213,288.127522
1.613000,0.000000,3.452082,741.182372,0.000000,-6.019357,302.998504,250679.057454,1.221213,288.127561
1.614000,0.000000,3.446060,741.485342,0.000000,-6.027786,302.929165,250671.461236,1.221212,288.127601
1.615000,0.000000,3.440028,741.788242,0.000000,-6.036214,302.859905,250663.866980,1.221212,288.127640
1.616000,0.000000,3.433989,742.091073,0.000000,-6.044641,302.790723,250656.274686,1.221212,288.127679
1.617000,0.000000,3.427940,742.393835,0.000000,-6.053067,302.721621,250648.684350,1.221212,288.127718
1.618000,0.000000,3.421884,742.696528,0.000000,-6.061493,302.652597,250641.095970,1.221212,288.127758
1.619000,0.000000,3.415819,742.999152,0.000000,-6.069919,302.583652,250633.509545,1.221211,288.127797
1.620000,0.000000,3.409745,743.301707,0.000000,-6.078343,302.514785,250625.925072,1.221211,288.127837
1.621000,0.000000,3.403664,743.604193,0.000000,-6.086767,302.445997,250618.342549,1.221211,288.127876
1.622000,0.000000,3.397573,743.906610,0.000000,-6.095190,302.377287,250610.761974,1.221211,288.127916
1.623000,0.000000,3.391475,744.208959,0.000000,-6.103613,302.308655,250603.183345,1.221211,288.127955
1.624000,0.000000,3.385367,744.511239,0.000000,-6.112035,302.240101,250595.606659,1.221210,288.127995
1.625000,0.000000,3.379252,744.813451,0.000000,-6.120456,302.171624,250588.031915,1.221210,288.128035
1.626000,0.000000,3.373128,745.115594,0.000000,-6.128877,302.103225,250580.459110,1.221210,288.128075
1.627000,0.000000,3.366996,745.417669,0.000000,-6.137297,302.034904,250572.888243,1.221210,288.128115
1.628000,0.000000,3.360855,745.719675,0.000000,-6.145716,301.966660,250565.319311,1.221210,288.128154
1.629000,0.000000,3.354706,746.021613,0.000000,-6.154135,301.898493,250557.752312,1.221209,288.128194
1.630000,0.000000,3.348548,746.323483,0.000000,-6.162553,301.830404,250550.187244,1.221209,288.128234
1.631000,0.000000,3.342382,746.625286,0.000000,-6.170971,301.762391,250542.624104,1.221209,288.128275
1.632000,0.000000,3.336207,746.927020,0.000000,-6.179387,301.694455,250535.062892,1.221209,288.128315
1.633000,0.000000,3.330024,747.228686,0.000000,-6.187804,301.626596,250527.503604,1.221209,288.128355
1.634000,0.000000,3.323833,747.530284,0.000000,-6.196219,301.558813,250519.946239,1.221208,288.128395
1.635000,0.000000,3.317633,747.831815,0.000000,-6.204634,301.491107,250512.390795,1.221208,288.128435
1.636000,0.000000,3.311425,748.133278,0.000000,-6.213048,301.423477,250504.837269,1.221208,288.128476
1.637000,0.000000,3.305209,748.434673,0.000000,-6.221462,301.355923,250497.285659,1.221208,288.128516
1.638000,0.000000,3.298984,748.736001,0.000000,-6.229875,301.288445,250489.735964,1.221208,288.128557
1.639000,0.000000,3.292750,749.037261,0.000000,-6.238287,301.221043,250482.188180,1.221207,288.128597
1.640000,0.000000,3.286509,749.338454,0.000000,-6.246699,301.153716,250474.642307,1.221207,288.128638
1.641000,0.000000,3.280258,749.639580,0.000000,-6.255110,301.086466,250467.098343,1.221207,288.128678
1.642000,0.000000,3.274000,749.940638,0.000000,-6.263521,301.019290,250459.556284,1.221207,288.128719
1.643000,0.000000,3.267733,750.241630,0.000000,-6.271931,300.952191,250452.016129,1.221206,288.128760
1.644000,0.000000,3.261457,750.542554,0.000000,-6.280340,300.885166,250444.477876,1.221206,288.128801
1.645000,0.000000,3.255173,750.843411,0.000000,-6.288749,300.818216,250436.941523,1.221206,288.128841
1.646000,0.000000,3.248881,751.144201,0.000000,-6.297157,300.751341,250429.407068,1.221206,288.128882
1.647000,0.000000,3.242581,751.444925,0.000000,-6.305564,300.684541,250421.874509,1.221206,288.128923
1.648000,0.000000,3.236272,751.745582,0.000000,-6.313971,300.617816,250414.343843,1.221205,288.128964
1.649000,0.000000,3.229954,752.046172,0.000000,-6.322377,300.551166,250406.815070,1.221205,288.129005
1.650000,0.000000,3.223628,752.346695,0.000000,-6.330783,300.484589,250399.288186,1.221205,288.129046
1.651000,0.000000,3.217294,752.647152,0.000000,-6.339188,300.418087,250391.763189,1.221205,288.129088
1.652000,0.000000,3.210951,752.947542,0.000000,-6.347592,300.351659,250384.240079,1.221205,288.129129
1.653000,0.000000,3.204600,753.247866,0.000000,-6.355996,300.285306,250376.718852,1.221204,288.129170
1.654000,0.000000,3.198241,753.548124,0.000000,-6.364399,300.219026,250369.199506,1.221204,288.129211
1.655000,0.000000,3.191873,753.848316,0.000000,-6.372802,300.152820,250361.682041,1.221204,288.129253
1.656000,0.000000,3.185496,754.148441,0.000000,-6.381204,300.086687,250354.166453,1.221204,288.129294
1.657000,0.000000,3.179112,754.448500,0.000000,-6.389605,300.020628,250346.652740,1.221204,288.129336
1.658000,0.000000,3.172719,754.748493,0.000000,-6.398006,299.954642,250339.140901,1.221203,288.129377
1.659000,0.000000,3.166317,755.048420,0.000000,-6.406406,299.888730,250331.630934,1.221203,288.129419
1.660000,0.000000,3.159907,755.348282,0.000000,-6.414806,299.822891,250324.122836,1.221203,288.129461
1.661000,0.000000,3.153489,755.648077,0.000000,-6.423205,299.757125,250316.616606,1.221203,288.129502
1.662000,0.000000,3.147062,755.947807,0.000000,-6.431603,299.691431,250309.112242,1.221202,288.129544
1.663000,0.000000,3.140627,756.247471,0.000000,-6.440001,299.625811,250301.609741,1.221202,288.129586
1.664000,0.000000,3.134184,756.547069,0.000000,-6.448398,299.560263,250294.109102,1.221202,288.129628
1.665000,0.000000,3.127732,756.846602,0.000000,-6.456795,299.494788,250286.610323,1.221202,288.129670
1.666000,0.000000,3.121271,757.146070,0.000000,-6.465191,299.429385,250279.113401,1.221202,288.129712
1.667000,0.000000,3.114803,757.445472,0.000000,-6.473586,299.364054,250271.618335,1.221201,288.129754
1.668000,0.000000,3.108326,757.744809,0.000000,-6.481981,299.298795,250264.125123,1.221201,288.129796
1.669000,0.000000,3.101840,758.044081,0.000000,-6.490376,299.233608,250256.633763,1.221201,288.129838
1.670000,0.000000,3.095346,758.343287,0.000000,-6.498769,299.168494,250249.144252,1.221201,288.129880
1.671000,0.000000,3.088844,758.642428,0.000000,-6.507163,299.103451,250241.656590,1.221200,288.129923
1.672000,0.000000,3.082333,758.941505,0.000000,-6.515555,299.038479,250234.170773,1.221200,288.129965
1.673000,0.000000,3.075814,759.240516,0.000000,-6.523947,298.973579,250226.686800,1.221200,288.130007
1.674000,0.000000,3.069287,759.539463,0.000000,-6.532339,298.908751,250219.204670,1.221200,288.130050
1.675000,0.000000,3.062751,759.838345,0.000000,-6.540730,298.843994,250211.724379,1.221200,288.130092
1.676000,0.000000,3.056207,760.137162,0.000000,-6.549120,298.779308,250204.245927,1.221199,288.130135
1.677000,0.000000,3.049654,760.435914,0.000000,-6.557510,298.714692,250196.769311,1.221199,288.130177
1.678000,0.000000,3.043093,760.734602,0.000000,-6.565899,298.650148,250189.294529,1.221199,288.130220
1.679000,0.000000,3.036524,761.033225,0.000000,-6.574288,298.585675,250181.821580,1.221199,288.130263
1.680000,0.000000,3.029946,761.331784,0.000000,-6.582676,298.521272,250174.350461,1.221199,288.130305
1.681000,0.000000,3.023360,761.630278,0.000000,-6.591063,298.456940,250166.881170,1.221198,288.130348
1.682000,0.000000,3.016765,761.928709,0.000000,-6.599450,298.392678,250159.413706,1.221198,288.130391
1.683000,0.000000,3.010162,762.227074,0.000000,-6.607837,298.328487,250151.948067,1.221198,288.130434
1.684000,0.000000,3.003551,762.525376,0.000000,-6.616223,298.264366,250144.484251,1.221198,288.130477
1.685000,0.000000,2.996931,762.823614,0.000000,-6.624608,298.200314,250137.022255,1.221197,288.130520
1.686000,0.000000,2.990303,763.121788,0.000000,-6.632993,298.136333,250129.562078,1.221197,288.130563
1.687000,0.000000,2.983667,763.419897,0.000000,-6.641377,298.072422,250122.103718,1.221197,288.130606
1.688000,0.000000,2.977022,763.717943,0.000000,-6.649760,298.008580,250114.647174,1.221197,288.130649
1.689000,0.000000,2.970369,764.015925,0.000000,-6.658144,297.944808,250107.192443,1.221197,288.130693
1.690000,0.000000,2.963707,764.313843,0.000000,-6.666526,297.881105,250099.739523,1.221196,288.130736
1.691000,0.000000,2.957037,764.611698,0.000000,-6.674908,297.817471,250092.288412,1.221196,288.130779
1.692000,0.000000,2.950358,764.909489,0.000000,-6.683290,297.753907,250084.839109,1.221196,288.130823
1.693000,0.000000,2.943672,765.207216,0.000000,-6.691671,297.690412,250077.391612,1.221196,288.130866
1.694000,0.000000,2.936977,765.504880,0.000000,-6.700051,297.626986,250069.945918,1.221195,288.130910
1.695000,0.000000,2.930273,765.802481,0.000000,-6.708431,297.563628,250062.502026,1.221195,288.130953
1.696000,0.000000,2.923561,766.100018,0.000000,-6.716810,297.500332,250055.059935,1.221195,288.130997
1.697000,0.000000,2.916841,766.397492,0.000000,-6.725188,297.437098,250047.619642,1.221195,288.131041
1.698000,0.000000,2.910112,766.694903,0.000000,-6.733566,297.373926,250040.181145,1.221195,288.131084
1.699000,0.000000,2.903375,766.992251,0.000000,-6.741943,297.310816,250032.744444,1.221194,288.131128
1.700000,0.000000,2.896630,767.289535,0.000000,-6.750320,297.247768,250025.309536,1.221194,288.131172
1.701000,0.000000,2.889876,767.586757,0.000000,-6.758696,297.184782,250017.876419,1.221194,288.131216
1.702000,0.000000,2.883114,767.883915,0.000000,-6.767071,297.121857,250010.445093,1.221194,288.131260
1.703000,0.000000,2.876343,768.181011,0.000000,-6.775445,297.058993,250003.015555,1.221193,288.131304
1.704000,0.000000,2.869564,768.478044,0.000000,-6.783819,296.996191,249995.587803,1.221193,288.131348
1.705000,0.000000,2.862777,768.775014,0.000000,-6.792192,296.933450,249988.161836,1.221193,288.131392
1.706000,0.000000,2.855981,769.071921,0.000000,-6.800564,296.870771,249980.737652,1.221193,288.131436
1.707000,0.000000,2.849177,769.368766,0.000000,-6.808936,296.808152,249973.315250,1.221192,288.131480
1.708000,0.000000,2.842365,769.665548,0.000000,-6.817307,296.745595,249965.894627,1.221192,288.131525
1.709000,0.000000,2.835544,769.962267,0.000000,-6.825677,296.683099,249958.475783,1.221192,288.131569
1.710000,0.000000,2.828715,770.258924,0.000000,-6.834047,296.620663,249951.058714,1.221192,288.131613
1.711000,0.000000,2.821877,770.555519,0.000000,-6.842416,296.558288,249943.643421,1.221192,288.131658
1.712000,0.000000,2.815031,770.852051,0.000000,-6.850784,296.495974,249936.229901,1.221191,288.131702
1.713000,0.000000,2.808177,771.148521,0.000000,-6.859152,296.433720,249928.818152,1.221191,288.131747
1.714000,0.000000,2.801314,771.444929,0.000000,-6.867519,296.371527,249921.408174,1.221191,288.131791
1.715000,0.000000,2.794443,771.741275,0.000000,-6.875886,296.309394,249913.999963,1.221191,288.131836
1.716000,0.000000,2.787564,772.037558,0.000000,-6.884251,296.247321,249906.593518,1.221190,288.131881
1.717000,0.000000,2.780676,772.333780,0.000000,-6.892616,296.185309,249899.188839,1.221190,288.131926
1.718000,0.000000,2.773780,772.629939,0.000000,-6.900981,296.123356,249891.785922,1.221190,288.131970
1.719000,0.000000,2.766876,772.926037,0.000000,-6.909345,296.061464,249884.384767,1.221190,288.132015
1.720000,0.000000,2.759963,773.222073,0.000000,-6.917708,295.999631,249876.985372,1.221190,288.132060
1.721000,0.000000,2.753042,773.518047,0.000000,-6.926070,295.937859,249869.587735,1.221189,288.132105
1.722000,0.000000,2.746112,773.813959,0.000000,-6.934432,295.876146,249862.191855,1.221189,288.132150
1.723000,0.000000,2.739174,774.109809,0.000000,-6.942793,295.814492,249854.797730,1.221189,288.132195
1.724000,0.000000,2.732228,774.405598,0.000000,-6.951154,295.752898,249847.405357,1.221189,288.132241
1.725000,0.000000,2.725273,774.701325,0.000000,-6.959514,295.691364,249840.014737,1.221188,288.132286
1.726000,0.000000,2.718310,774.996991,0.000000,-6.967873,295.629889,249832.625866,1.221188,288.132331
1.727000,0.000000,2.711339,775.292595,0.000000,-6.976232,295.568473,249825.238744,1.221188,288.132376
1.728000,0.000000,2.704359,775.588138,0.000000,-6.984589,295.507117,249817.853369,1.221188,288.132422
1.729000,0.000000,2.697371,775.883620,0.000000,-6.992947,295.445819,249810.469738,1.221187,288.132467
1.730000,0.000000,2.690375,776.179040,0.000000,-7.001304,295.384580,249803.087851,1.221187,288.132513
1.731000,0.000000,2.683370,776.474399,0.000000,-7.009660,295.323401,249795.707706,1.221187,288.132558
1.732000,0.000000,2.676357,776.769697,0.000000,-7.018015,295.262280,249788.329302,1.221187,288.132604
1.733000,0.000000,2.669335,777.064934,0.000000,-7.026370,295.201218,249780.952636,1.221186,288.132649
1.734000,0.000000,2.662305,777.360110,0.000000,-7.034724,295.140214,249773.577707,1.221186,288.132695
1.735000,0.000000,2.655267,777.655225,0.000000,-7.043077,295.079269,249766.204513,1.221186,288.132741
1.736000,0.000000,2.648221,777.950278,0.000000,-7.051430,295.018383,249758.833053,1.221186,288.132787
1.737000,0.000000,2.641166,778.245271,0.000000,-7.059783,294.957555,249751.463325,1.221186,288.132832
1.738000,0.000000,2.634102,778.540204,0.000000,-7.068134,294.896785,249744.095328,1.221185,288.132878
1.739000,0.000000,2.627031,778.835075,0.000000,-7.076485,294.836073,249736.729060,1.221185,288.132924
1.740000,0.000000,2.619951,779.129886,0.000000,-7.084836,294.775419,249729.364519,1.221185,288.132970
1.741000,0.000000,2.612863,779.424636,0.000000,-7.093185,294.714824,249722.001704,1.221185,288.133016
1.742000,0.000000,2.605766,779.719326,0.000000,-7.101535,294.654286,249714.640614,1.221184,288.133063
1.743000,0.000000,2.598661,780.013955,0.000000,-7.109883,294.593806,249707.281245,1.221184,288.133109
1.744000,0.000000,2.591548,780.308523,0.000000,-7.118231,294.533384,249699.923598,1.221184,288.133155
1.745000,0.000000,2.584426,780.603032,0.000000,-7.126578,294.473019,249692.567671,1.221184,288.133201
1.746000,0.000000,2.577296,780.897480,0.000000,-7.134925,294.412712,249685.213461,1.221183,288.133248
1.747000,0.000000,2.570157,781.191867,0.000000,-7.143271,294.352463,249677.860967,1.221183,288.133294
1.748000,0.000000,2.563011,781.486195,0.000000,-7.151616,294.292271,249670.510188,1.221183,288.133340
1.749000,0.000000,2.555856,781.780462,0.000000,-7.159961,294.232136,249663.161122,1.221183,288.133387
1.750000,0.000000,2.548692,782.074669,0.000000,-7.168305,294.172059,249655.813768,1.221182,288.133434
1.751000,0.000000,2.541520,782.368816,0.000000,-7.176649,294.112038,249648.468123,1.221182,288.133480
1.752000,0.000000,2.534340,782.662903,0.000000,-7.184992,294.052075,249641.124187,1.221182,288.133527
1.753000,0.000000,2.527152,782.956930,0.000000,-7.193334,293.992168,249633.781958,1.221182,288.133574
1.754000,0.000000,2.519955,783.250897,0.000000,-7.201676,293.932319,249626.441434,1.221181,288.133620
1.755000,0.000000,2.512750,783.544805,0.000000,-7.210017,293.872526,249619.102614,1.221181,288.133667
1.756000,0.000000,2.505536,783.838652,0.000000,-7.218358,293.812790,249611.765496,1.221181,288.133714
1.757000,0.000000,2.498314,784.132440,0.000000,-7.226698,293.753111,249604.430078,1.221181,288.133761
1.758000,0.000000,2.491084,784.426169,0.000000,-7.235037,293.693488,249597.096360,1.221181,288.133808
1.759000,0.000000,2.483846,784.719837,0.000000,-7.243376,293.633921,249589.764338,1.221180,288.133855
1.760000,0.000000,2.476599,785.013446,0.000000,-7.251714,293.574411,249582.434013,1.221180,288.133902
1.761000,0.000000,2.469344,785.306996,0.000000,-7.260052,293.514958,249575.105382,1.221180,288.133949
1.762000,0.000000,2.462080,785.600486,0.000000,-7.268389,293.455560,249567.778444,1.221180,288.133996
1.763000,0.000000,2.454808,785.893917,0.000000,-7.276725,293.396218,249560.453197,1.221179,288.134044
1.764000,0.000000,2.447528,786.187288,0.000000,-7.285061,293.336933,249553.129640,1.221179,288.134091
1.765000,0.000000,2.440240,786.480601,0.000000,-7.293396,293.277703,249545.807771,1.221179,288.134138
1.766000,0.000000,2.432943,786.773854,0.000000,-7.301731,293.218530,249538.487588,1.221179,288.134186
1.767000,0.000000,2.425638,787.067048,0.000000,-7.310065,293.159412,249531.169091,1.221178,288.134233
1.768000,0.000000,2.418324,787.360182,0.000000,-7.318398,293.100350,249523.852277,1.221178,288.134281
1.769000,0.000000,2.411002,787.653258,0.000000,-7.326731,293.041343,249516.537146,1.221178,288.134328
1.770000,0.000000,2.403672,787.946275,0.000000,-7.335063,292.982392,249509.223694,1.221178,288.134376
1.771000,0.000000,2.396333,788.239233,0.000000,-7.343395,292.923496,249501.911922,1.221177,288.134424
1.772000,0.000000,2.388987,788.532132,0.000000,-7.351726,292.864656,249494.601827,1.221177,288.134472
1.773000,0.000000,2.381631,788.824972,0.000000,-7.360057,292.805871,249487.293408,1.221177,288.134519
1.774000,0.000000,2.374268,789.117753,0.000000,-7.368387,292.747141,249479.986664,1.221177,288.134567
1.775000,0.000000,2.366896,789.410476,0.000000,-7.376716,292.688467,249472.681592,1.221176,288.134615
1.776000,0.000000,2.359516,789.703140,0.000000,-7.385045,292.629847,249465.378192,1.221176,288.134663
1.777000,0.000000,2.352127,789.995746,0.000000,-7.393373,292.571282,249458.076462,1.221176,288.134711
1.778000,0.000000,2.344730,790.288292,0.000000,-7.401701,292.512772,249450.776400,1.221176,288.134759
1.779000,0.000000,2.337325,790.580781,0.000000,-7.410028,292.454317,249443.478004,1.221175,288.134807
1.780000,0.000000,2.329912,790.873211,0.000000,-7.418354,292.395917,249436.181274,1.221175,288.134856
1.781000,0.000000,2.322490,791.165582,0.000000,-7.426680,292.337571,249428.886208,1.221175,288.134904
1.782000,0.000000,2.315060,791.457896,0.000000,-7.435005,292.279280,249421.592805,1.221175,288.134952
1.783000,0.000000,2.307621,791.750151,0.000000,-7.443330,292.221043,249414.301062,1.221174,288.135000
1.784000,0.000000,2.300174,792.042348,0.000000,-7.451654,292.162861,249407.010978,1.221174,288.135049
1.785000,0.000000,2.292719,792.334486,0.000000,-7.459978,292.104733,249399.722552,1.221174,288.135097
1.786000,0.000000,2.285256,792.626567,0.000000,-7.468301,292.046659,249392.435783,1.221174,288.135146
1.787000,0.000000,2.277784,792.918589,0.000000,-7.476623,291.988639,249385.150668,1.221173,288.135194
1.788000,0.000000,2.270304,793.210554,0.000000,-7.484945,291.930674,249377.867207,1.221173,288.135243
1.789000,0.000000,2.262816,793.502460,0.000000,-7.493267,291.872762,249370.585398,1.221173,288.135292
1.790000,0.000000,2.255319,793.794309,0.000000,-7.501587,291.814904,249363.305239,1.221173,288.135340
1.791000,0.000000,2.247814,794.086100,0.000000,-7.509908,291.757100,249356.026728,1.221172,288.135389
1.792000,0.000000,2.240300,794.377833,0.000000,-7.518227,291.699350,249348.749866,1.221172,288.135438
1.793000,0.000000,2.232779,794.669508,0.000000,-7.526547,291.641653,249341.474649,1.221172,288.135487
1.794000,0.000000,2.225249,794.961126,0.000000,-7.534865,291.584011,249334.201077,1.221172,288.135536
1.795000,0.000000,2.217710,795.252686,0.000000,-7.543183,291.526421,249326.929147,1.221171,288.135585
1.796000,0.000000,2.210164,795.544188,0.000000,-7.551501,291.468885,249319.658860,1.221171,288.135634
1.797000,0.000000,2.202609,795.835633,0.000000,-7.559817,291.411402,249312.390212,1.221171,288.135683
1.798000,0.000000,2.195046,796.127021,0.000000,-7.568134,291.353973,249305.123203,1.221171,288.135732
1.799000,0.000000,2.187474,796.418351,0.000000,-7.576450,291.296597,249297.857831,1.221170,288.135781
1.800000,0.000000,2.179894,796.709623,0.000000,-7.584765,291.239274,249290.594094,1.221170,288.135831
1.801000,0.000000,2.172306,797.000839,0.000000,-7.593080,291.182003,249283.331992,1.221170,288.135880
1.802000,0.000000,2.164709,797.291997,0.000000,-7.601394,291.124786,249276.071522,1.221170,288.135929
1.803000,0.000000,2.157104,797.583098,0.000000,-7.609707,291.067622,249268.812684,1.221169,288.135979
1.804000,0.000000,2.149491,797.874142,0.000000,-7.618020,291.010511,249261.555476,1.221169,288.136028
1.805000,0.000000,2.141870,798.165128,0.000000,-7.626333,290.953452,249254.299896,1.221169,288.136078
1.806000,0.000000,2.134240,798.456058,0.000000,-7.634645,290.896446,249247.045943,1.221169,288.136127
1.807000,0.000000,2.126602,798.746931,0.000000,-7.642956,290.839492,249239.793615,1.221168,288.136177
1.808000,0.000000,2.118955,799.037747,0.000000,-7.651267,290.782591,249232.542911,1.221168,288.136227
1.809000,0.000000,2.111301,799.328506,0.000000,-7.659578,290.725743,249225.293830,1.221168,288.136277
1.810000,0.000000,2.103638,799.619208,0.000000,-7.667887,290.668946,249218.046370,1.221168,288.136326
1.811000,0.000000,2.095966,799.909853,0.000000,-7.676197,290.612202,249210.800530,1.221167,288.136376
1.812000,0.000000,2.088287,800.200441,0.000000,-7.684506,290.555511,249203.556308,1.221167,288.136426
1.813000,0.000000,2.080599,800.490973,0.000000,-7.692814,290.498871,249196.313703,1.221167,288.136476
1.814000,0.000000,2.072902,800.781449,0.000000,-7.701121,290.442283,249189.072713,1.221167,288.136526
1.815000,0.000000,2.065198,801.071867,0.000000,-7.709429,290.385747,249181.833337,1.221166,288.136576
1.816000,0.000000,2.057485,801.362230,0.000000,-7.717735,290.329264,249174.595574,1.221166,288.136626
1.817000,0.000000,2.049764,801.652535,0.000000,-7.726041,290.272832,249167.359422,1.221166,288.136677
1.818000,0.000000,2.042034,801.942785,0.000000,-7.734347,290.216451,249160.124879,1.221166,288.136727
1.819000,0.000000,2.034296,802.232978,0.000000,-7.742652,290.160123,249152.891945,1.221165,288.136777
